2026-05-08 20:11:59,976 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:24,189 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:24,193 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:24,194 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:24,889 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:24,892 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:24,895 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:24,896 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:24,901 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:24,908 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:25,757 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:12:25,757 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:25,761 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:25,764 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:26,457 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:26,461 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:26,462 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:27,154 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:27,158 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:27,159 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:27,836 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:27,840 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:27,841 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:28,532 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:28,536 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:28,542 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:29,233 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:29,236 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:29,237 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:29,808 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:29,811 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:29,814 | INFO     | web_app | 收到聊天请求
2026-05-08 20:12:30,647 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:12:30,648 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:12:30,651 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:12:31,069 | INFO     | web_app | 日志已清空
2026-05-08 20:12:31,071 | INFO     | web_app | 日志已清空
2026-05-08 20:20:01,667 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:01,669 | WARNING  | web_app | Agent Controller 未初始化，使用旧版实现
2026-05-08 20:20:01,680 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:03,759 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:03,759 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:03,759 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:03,762 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:04,561 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:04,561 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:04,564 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:04,564 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:04,565 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:04,641 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:05,588 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:05,588 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:05,591 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:06,579 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:06,579 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:06,585 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:07,493 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:07,493 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:07,493 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:07,796 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:07,797 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:07,797 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:07,801 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:07,804 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:08,926 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:08,927 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:08,933 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:08,936 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:10,065 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:10,065 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:10,073 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:10,076 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:10,943 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:10,943 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:10,951 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:10,954 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:11,987 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:11,988 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:11,996 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:12,001 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:12,738 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:12,743 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:12,746 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:13,481 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:13,486 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:13,489 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:14,367 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:14,367 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:14,372 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:14,373 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:15,111 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:15,117 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:15,120 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:15,121 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:15,128 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:15,136 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:15,981 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:15,981 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:15,985 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:15,989 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:16,701 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:16,706 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:16,707 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:17,450 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:17,455 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:17,456 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:18,179 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:18,183 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:18,184 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:18,924 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:18,928 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:18,935 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:19,656 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:19,660 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:19,661 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:20,290 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:20,294 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:20,297 | INFO     | web_app | 收到聊天请求
2026-05-08 20:20:21,143 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:20:21,144 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:20:21,148 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:20:21,510 | INFO     | web_app | 日志已清空
2026-05-08 20:20:21,512 | INFO     | web_app | 日志已清空
2026-05-08 20:20:26,582 | INFO     | web_app | 日志已清空
2026-05-08 20:20:26,600 | DEBUG    | test | debug message
2026-05-08 20:20:26,600 | INFO     | test | info message
2026-05-08 20:20:26,600 | WARNING  | test | warning message
2026-05-08 20:20:26,600 | ERROR    | test | error message
2026-05-08 20:29:13,293 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:13,294 | WARNING  | web_app | Agent Controller 未初始化，使用旧版实现
2026-05-08 20:29:13,304 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:14,484 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:14,484 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:14,484 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:14,487 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:15,199 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:15,199 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:15,202 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:15,202 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:15,202 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:15,281 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:16,132 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:16,132 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:16,135 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:16,850 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:16,850 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:16,857 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:17,690 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:17,691 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:17,691 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:18,004 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:18,005 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:18,005 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:18,009 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:18,013 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:19,140 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:19,141 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:19,149 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:19,151 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:20,277 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:20,277 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:20,285 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:20,287 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:21,112 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:21,113 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:21,120 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:21,121 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:22,094 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:22,094 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:22,103 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:22,107 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:22,809 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:22,813 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:22,817 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:23,527 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:23,531 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:23,535 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:24,371 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:24,372 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:24,376 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:24,378 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:25,102 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:25,107 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:25,112 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:25,112 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:25,121 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:25,130 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:25,972 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:25,972 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:25,977 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:25,980 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:26,686 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:26,691 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:26,692 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:27,399 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:27,404 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:27,405 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:28,114 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:28,119 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:28,121 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:28,830 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:28,835 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:28,842 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:29,546 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:29,550 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:29,552 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:30,120 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:30,125 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:30,128 | INFO     | web_app | 收到聊天请求
2026-05-08 20:29:30,974 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 20:29:30,975 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 20:29:30,980 | INFO     | web_app | ReAct 循环完成
2026-05-08 20:29:31,027 | INFO     | web_app | 日志已清空
2026-05-08 20:29:31,029 | INFO     | web_app | 日志已清空
2026-05-08 20:29:36,082 | INFO     | web_app | 日志已清空
2026-05-08 20:29:36,096 | DEBUG    | test | debug message
2026-05-08 20:29:36,096 | INFO     | test | info message
2026-05-08 20:29:36,096 | WARNING  | test | warning message
2026-05-08 20:29:36,097 | ERROR    | test | error message
2026-05-08 21:05:00,516 | INFO     | web_app | 收到聊天请求
2026-05-08 21:05:00,517 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:05:00,523 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:09:38,840 | INFO     | web_app | 收到聊天请求
2026-05-08 21:09:40,179 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:09:40,193 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:10:40,096 | INFO     | web_app | 收到聊天请求
2026-05-08 21:10:40,974 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:10:41,000 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:12:03,863 | INFO     | web_app | 收到聊天请求
2026-05-08 21:12:03,864 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:12:03,871 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:12:18,815 | INFO     | web_app | 收到聊天请求
2026-05-08 21:12:18,816 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:12:18,822 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:17:17,127 | INFO     | web_app | 收到聊天请求
2026-05-08 21:17:17,128 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:17:17,135 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:22:42,115 | INFO     | web_app | 收到聊天请求
2026-05-08 21:22:42,115 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:22:42,138 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:23:42,132 | INFO     | web_app | 收到聊天请求
2026-05-08 21:23:42,132 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:23:42,150 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:24:45,741 | INFO     | web_app | 收到聊天请求
2026-05-08 21:24:45,742 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:24:45,763 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:25:41,396 | INFO     | web_app | 收到聊天请求
2026-05-08 21:25:41,398 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:25:41,421 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:26:04,907 | INFO     | web_app | 收到聊天请求
2026-05-08 21:26:04,908 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:26:04,916 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:26:21,547 | INFO     | web_app | 收到聊天请求
2026-05-08 21:26:23,305 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:26:23,305 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:29:42,280 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:30:39,225 | INFO     | web_app | 收到聊天请求
2026-05-08 21:30:41,297 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:30:41,298 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:30:49,033 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:31:49,997 | INFO     | web_app | 收到聊天请求
2026-05-08 21:31:52,359 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:31:52,360 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:31:53,293 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:32:13,460 | INFO     | web_app | 收到聊天请求
2026-05-08 21:32:15,076 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:32:15,077 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:32:15,086 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:33:02,168 | INFO     | web_app | 收到聊天请求
2026-05-08 21:33:04,831 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:33:04,835 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:33:05,821 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:34:12,177 | INFO     | web_app | 收到聊天请求
2026-05-08 21:34:13,810 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:34:13,811 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:34:14,695 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:34:32,596 | INFO     | web_app | 收到聊天请求
2026-05-08 21:34:33,810 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:34:33,822 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:35:09,609 | INFO     | web_app | 收到聊天请求
2026-05-08 21:35:11,308 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:35:11,309 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:35:11,322 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:35:29,619 | INFO     | web_app | 收到聊天请求
2026-05-08 21:35:31,599 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:35:31,600 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:35:33,307 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:37:06,475 | INFO     | web_app | 收到聊天请求
2026-05-08 21:37:08,535 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:37:08,536 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:37:09,456 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:39:10,040 | INFO     | web_app | 收到聊天请求
2026-05-08 21:39:11,681 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:39:11,682 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:39:11,693 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:41:09,959 | INFO     | web_app | 收到聊天请求
2026-05-08 21:41:11,281 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:41:11,281 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:41:11,292 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:41:31,240 | INFO     | web_app | 收到聊天请求
2026-05-08 21:41:32,634 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:41:32,635 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:41:32,646 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:50:51,488 | INFO     | web_app | 收到聊天请求
2026-05-08 21:50:53,483 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:50:53,483 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:50:53,495 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:52:46,612 | INFO     | web_app | 收到聊天请求
2026-05-08 21:52:48,092 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:52:48,093 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:52:48,102 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:54:04,605 | INFO     | web_app | 收到聊天请求
2026-05-08 21:54:05,771 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:54:05,771 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:54:05,782 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:57:36,749 | INFO     | web_app | 收到聊天请求
2026-05-08 21:57:38,269 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:57:38,269 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:57:39,393 | INFO     | web_app | ReAct 循环完成
2026-05-08 21:59:19,129 | INFO     | web_app | 收到聊天请求
2026-05-08 21:59:20,819 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 21:59:20,820 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 21:59:20,826 | INFO     | web_app | ReAct 循环完成
2026-05-08 22:01:51,188 | INFO     | web_app | 收到聊天请求
2026-05-08 22:01:52,917 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 22:01:52,917 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 22:05:23,856 | INFO     | web_app | ReAct 循环完成
2026-05-08 22:11:54,973 | INFO     | web_app | 收到聊天请求
2026-05-08 22:11:57,850 | DEBUG    | web_app | 从查询中解析到英雄
2026-05-08 22:11:57,850 | INFO     | web_app | 开始执行 ReAct 循环
2026-05-08 22:12:17,166 | INFO     | web_app | ReAct 循环完成
